transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,merchant_category,description,post_date,currency_code
H000010490,A00000049,2023-12-23,CHG,3,WIRE,7011,CHG ACH REF488686,2023-12-23,USD
H000010491,A00000058,2023-12-23,PMT,1378.32,ONLINE,7011,PMT POS REF383519,2023-12-23,USD
H000010492,A00000058,2023-12-23,PMT,1699.22,MOBILE,5541,PMT WIRE REF736252,2023-12-23,USD
H000010493,A00000068,2023-12-23,FEE,12,MOBILE,5812,FEE ONLINE REF689008,2023-12-23,USD
H000010494,A00000080,2023-12-23,WDR,34.91,MOBILE,5541,WDR ONLINE REF594761,2023-12-23,USD
H000010495,A00000088,2023-12-23,PMT,1574.04,WIRE,0000,PMT BRANCH REF894020,2023-12-23,USD
H000010496,A00000088,2023-12-23,CHG,25,ONLINE,5912,CHG BRANCH REF158383,2023-12-23,USD
H000010497,A00000088,2023-12-23,PMT,303.33,POS,4900,PMT ATM REF218786,2023-12-23,USD
H000010498,A00000092,2023-12-23,PMT,1952.15,ONLINE,4900,PMT ONLINE REF446885,2023-12-24,USD
H000010499,A00000092,2023-12-23,PMT,1051.22,ONLINE,6011,PMT BRANCH REF209538,2023-12-23,USD
H000010500,A00000095,2023-12-23,CHG,12,POS,7011,CHG ATM REF546602,2023-12-23,USD
H000010501,A00000095,2023-12-23,FEE,12,ACH,5912,FEE POS REF901512,2023-12-23,USD
H000010502,A00000095,2023-12-23,PMT,1380.92,MOBILE,0000,PMT POS REF820051,2023-12-23,USD
H000010503,A00000099,2023-12-23,PMT,1190.45,WIRE,6011,PMT POS REF343998,2023-12-23,USD
H000010504,A00000099,2023-12-23,PMT,765.58,ATM,6011,PMT WIRE REF660882,2023-12-24,USD
H000010505,A00000099,2023-12-23,FEE,35,ONLINE,6011,FEE BRANCH REF150366,2023-12-23,USD
H000010506,A00000101,2023-12-23,TRF,116.19,MOBILE,0000,TRF BRANCH REF365052,2023-12-23,USD
H000010507,A00000103,2023-12-23,PMT,65.11,ATM,5812,PMT ATM REF765523,2023-12-23,USD
H000010508,A00000106,2023-12-23,DEP,117.14,ONLINE,7011,DEP ACH REF242054,2023-12-23,USD
H000010509,A00000114,2023-12-23,WDR,36.36,WIRE,4900,WDR WIRE REF140150,2023-12-23,USD
H000010510,A00000115,2023-12-23,WDR,6.91,BRANCH,6011,WDR MOBILE REF461710,2023-12-23,USD
H000010511,A00000119,2023-12-23,TRF,-124.97,POS,5912,TRF MOBILE REF236755,2023-12-24,USD
H000010512,A00000136,2023-12-23,FEE,9.95,ACH,6011,FEE ACH REF829362,2023-12-23,USD
H000010513,A00000136,2023-12-23,TRF,23.04,ATM,7011,TRF ONLINE REF575170,2023-12-23,USD
H000010514,A00000136,2023-12-23,WDR,128.36,ACH,6011,WDR ACH REF295768,2023-12-23,USD
H000010515,A00000139,2023-12-23,PMT,3033.53,ONLINE,6011,PMT WIRE REF875532,2023-12-23,USD
H000010516,A00000139,2023-12-23,CHG,12,WIRE,7011,CHG BRANCH REF972264,2023-12-23,USD
H000010517,A00000141,2023-12-23,FEE,35,POS,0000,FEE ONLINE REF223745,2023-12-23,USD
H000010518,A00000143,2023-12-23,WDR,311.31,WIRE,5912,WDR POS REF366360,2023-12-23,USD
H000010519,A00000144,2023-12-23,TRF,410.84,ONLINE,5812,TRF ACH REF914880,2023-12-23,USD
H000010520,A00000146,2023-12-23,DEP,5.68,ACH,7011,DEP ATM REF402332,2023-12-23,USD
H000010521,A00000152,2023-12-23,DEP,81.1,ONLINE,5812,DEP WIRE REF716553,2023-12-23,USD
H000010522,A00000152,2023-12-23,DEP,98.69,POS,7011,DEP ONLINE REF981750,2023-12-24,USD
H000010523,A00000157,2023-12-23,INT,177,MOBILE,0000,INT ATM REF794791,2023-12-23,USD
H000010524,A00000159,2023-12-23,TRF,-40.98,BRANCH,5912,TRF ACH REF854528,2023-12-23,USD
H000010525,A00000161,2023-12-23,WDR,6.22,ACH,0000,WDR MOBILE REF383306,2023-12-23,USD
H000010526,A00000165,2023-12-23,DEP,86.07,WIRE,0000,DEP MOBILE REF964487,2023-12-23,USD
H000010527,A00000165,2023-12-23,INT,38.31,MOBILE,7011,INT ACH REF913383,2023-12-23,USD
H000010528,A00000166,2023-12-23,DEP,19.2,ACH,7011,DEP ONLINE REF386682,2023-12-23,USD
H000010529,A00000174,2023-12-23,INT,230.17,ACH,5411,INT WIRE REF922402,2023-12-23,USD
H000010530,A00000174,2023-12-23,CHG,12,BRANCH,5411,CHG MOBILE REF223652,2023-12-24,USD
H000010531,A00000178,2023-12-23,INT,112.44,WIRE,5411,INT WIRE REF351480,2023-12-23,USD
H000010532,A00000178,2023-12-23,PMT,2087.95,BRANCH,5411,PMT ATM REF254476,2023-12-23,USD
H000010533,A00000191,2023-12-23,WDR,1126.3,POS,0000,WDR MOBILE REF536064,2023-12-24,USD
H000010534,A00000193,2023-12-23,TRF,-45.2,MOBILE,4900,TRF WIRE REF986416,2023-12-24,USD
H000010535,A00000193,2023-12-23,TRF,-802.6,ACH,6011,TRF ACH REF842232,2023-12-24,USD
H000010536,A00000193,2023-12-23,WDR,5.34,ATM,7011,WDR ONLINE REF129749,2023-12-23,USD
H000010537,A00000195,2023-12-23,PMT,1631.32,POS,5812,PMT POS REF595888,2023-12-23,USD
H000010538,A00000195,2023-12-23,FEE,3,POS,4900,FEE MOBILE REF905129,2023-12-23,USD
H000010539,A00000196,2023-12-23,DEP,209.86,WIRE,5812,DEP BRANCH REF175051,2023-12-23,USD
H000010540,A00000199,2023-12-23,REF,2908.29,ONLINE,0000,REF BRANCH REF819837,2023-12-23,USD
H000010541,A00000200,2023-12-23,TRF,170.65,ACH,5541,TRF BRANCH REF370575,2023-12-23,USD
H000010542,A00000200,2023-12-23,DEP,614.49,BRANCH,0000,DEP ATM REF136554,2023-12-23,USD
H000010543,A00000201,2023-12-23,CHG,25,ACH,5411,CHG ATM REF612171,2023-12-24,USD
H000010544,A00000204,2023-12-23,INT,42.51,BRANCH,5541,INT POS REF753624,2023-12-23,USD
H000010545,A00000204,2023-12-23,CHG,3,WIRE,7011,CHG WIRE REF403517,2023-12-24,USD
H000010546,A00000207,2023-12-23,INT,190.89,POS,5411,INT ATM REF378517,2023-12-24,USD
H000010547,A00000209,2023-12-23,WDR,25.76,MOBILE,5541,WDR ACH REF226112,2023-12-23,USD
H000010548,A00000212,2023-12-23,CHG,35,ACH,4900,CHG WIRE REF703738,2023-12-23,USD
H000010549,A00000212,2023-12-23,CHG,35,WIRE,0000,CHG WIRE REF819484,2023-12-23,USD
H000010550,A00000212,2023-12-23,FEE,25,ATM,7011,FEE ONLINE REF983230,2023-12-23,USD
H000010551,A00000213,2023-12-23,PMT,608.99,WIRE,6011,PMT BRANCH REF251459,2023-12-23,USD
H000010552,A00000218,2023-12-23,WDR,3.24,ACH,5912,WDR WIRE REF175562,2023-12-23,USD
H000010553,A00000218,2023-12-23,DEP,154.94,POS,5411,DEP WIRE REF823006,2023-12-23,USD
H000010554,A00000219,2023-12-23,PMT,2643.83,BRANCH,5912,PMT BRANCH REF142615,2023-12-23,USD
H000010555,A00000220,2023-12-23,FEE,3,POS,5541,FEE MOBILE REF228141,2023-12-23,USD
H000010556,A00000223,2023-12-23,WDR,215.12,ONLINE,6011,WDR BRANCH REF989215,2023-12-23,USD
H000010557,A00000223,2023-12-23,INT,139.64,POS,5541,INT ONLINE REF608848,2023-12-24,USD
H000010558,A00000223,2023-12-23,DEP,163.91,POS,4900,DEP BRANCH REF692610,2023-12-23,USD
H000010559,A00000225,2023-12-23,INT,124.86,BRANCH,7011,INT ACH REF617343,2023-12-23,USD
H000010560,A00000228,2023-12-23,TRF,1270.67,WIRE,0000,TRF WIRE REF956575,2023-12-23,USD
H000010561,A00000231,2023-12-23,TRF,29.33,ACH,4900,TRF ONLINE REF761417,2023-12-23,USD
H000010562,A00000231,2023-12-23,FEE,25,ATM,5912,FEE ACH REF656515,2023-12-24,USD
H000010563,A00000235,2023-12-23,TRF,12.62,ATM,6011,TRF MOBILE REF761739,2023-12-23,USD
H000010564,A00000237,2023-12-23,DEP,48.82,ATM,5541,DEP MOBILE REF439470,2023-12-23,USD
H000010565,A00000238,2023-12-23,PMT,1660.05,BRANCH,5411,PMT POS REF925563,2023-12-23,USD
H000010566,A00000242,2023-12-23,WDR,102.84,ATM,5912,WDR ONLINE REF412209,2023-12-23,USD
H000010567,A00000243,2023-12-23,FEE,25,BRANCH,7011,FEE WIRE REF522285,2023-12-23,USD
H000010568,A00000246,2023-12-23,FEE,12,WIRE,7011,FEE WIRE REF937987,2023-12-23,USD
H000010569,A00000257,2023-12-23,CHG,9.95,MOBILE,5912,CHG MOBILE REF815866,2023-12-23,USD
H000010570,A00000257,2023-12-23,PMT,2602.48,BRANCH,7011,PMT MOBILE REF785834,2023-12-23,USD
H000010571,A00000259,2023-12-23,PMT,66.55,POS,5411,PMT WIRE REF287596,2023-12-24,USD
H000010572,A00000259,2023-12-23,FEE,35,ATM,5411,FEE MOBILE REF810110,2023-12-24,USD
H000010573,A00000266,2023-12-23,PMT,97.39,MOBILE,5912,PMT ACH REF506869,2023-12-23,USD
H000010574,A00000266,2023-12-23,CHG,12,ATM,4900,CHG ONLINE REF864039,2023-12-23,USD
H000010575,A00000268,2023-12-23,DEP,38.63,MOBILE,4900,DEP MOBILE REF707032,2023-12-23,USD
H000010576,A00000270,2023-12-23,CHG,25,POS,5411,CHG WIRE REF446992,2023-12-23,USD
H000010577,A00000278,2023-12-23,WDR,11.23,BRANCH,0000,WDR WIRE REF682469,2023-12-23,USD
H000010578,A00000279,2023-12-23,PMT,1006.86,ATM,6011,PMT ACH REF782408,2023-12-23,USD
H000010579,A00000279,2023-12-23,CHG,35,WIRE,0000,CHG WIRE REF551880,2023-12-23,USD
H000010580,A00000280,2023-12-23,INT,183.85,ACH,5912,INT ACH REF321196,2023-12-23,USD
H000010581,A00000281,2023-12-23,TRF,318.43,POS,6011,TRF ATM REF306191,2023-12-23,USD
H000010582,A00000284,2023-12-23,PMT,2712.24,ACH,6011,PMT ACH REF470546,2023-12-23,USD
H000010583,A00000284,2023-12-23,PMT,2532.23,POS,5411,PMT POS REF254934,2023-12-23,USD
H000010584,A00000284,2023-12-23,CHG,25,ATM,0000,CHG ATM REF617048,2023-12-23,USD
H000010585,A00000290,2023-12-23,INT,40.07,ATM,5411,INT ATM REF126919,2023-12-23,USD
H000010586,A00000290,2023-12-23,FEE,35,BRANCH,4900,FEE POS REF265384,2023-12-23,USD
H000010587,A00000290,2023-12-23,PMT,942.35,BRANCH,6011,PMT WIRE REF979538,2023-12-23,USD
H000010588,A00000292,2023-12-23,WDR,29.85,BRANCH,7011,WDR MOBILE REF628402,2023-12-23,USD
H000010589,A00000292,2023-12-23,FEE,12,ONLINE,4900,FEE ATM REF913993,2023-12-23,USD
H000010590,A00000292,2023-12-23,WDR,29.34,WIRE,4900,WDR ONLINE REF838924,2023-12-23,USD
H000010591,A00000297,2023-12-23,CHG,35,ONLINE,5541,CHG MOBILE REF845857,2023-12-23,USD
H000010592,A00000300,2023-12-23,PMT,1166.68,ACH,6011,PMT ONLINE REF437090,2023-12-23,USD
H000010593,A00000303,2023-12-23,WDR,41.21,POS,7011,WDR ATM REF368617,2023-12-23,USD
H000010594,A00000305,2023-12-23,CHG,9.95,MOBILE,7011,CHG BRANCH REF156968,2023-12-23,USD
H000010595,A00000306,2023-12-23,CHG,35,MOBILE,5541,CHG ONLINE REF568180,2023-12-23,USD
H000010596,A00000306,2023-12-23,INT,104.08,ATM,5541,INT WIRE REF974227,2023-12-24,USD
H000010597,A00000309,2023-12-23,CHG,3,ACH,5411,CHG ACH REF363604,2023-12-23,USD
H000010598,A00000313,2023-12-23,DEP,74.53,ATM,5912,DEP BRANCH REF843734,2023-12-23,USD
H000010599,A00000316,2023-12-23,DEP,160.55,WIRE,4900,DEP POS REF675595,2023-12-23,USD
H000010600,A00000316,2023-12-23,WDR,86.1,ONLINE,6011,WDR ACH REF346051,2023-12-23,USD
H000010601,A00000316,2023-12-23,DEP,36.86,BRANCH,5912,DEP ATM REF178849,2023-12-23,USD
H000010602,A00000319,2023-12-23,WDR,137.39,WIRE,5411,WDR POS REF801348,2023-12-23,USD
H000010603,A00000321,2023-12-23,WDR,129.21,ACH,5541,WDR WIRE REF799740,2023-12-23,USD
H000010604,A00000325,2023-12-23,CHG,9.95,ACH,5411,CHG ONLINE REF757715,2023-12-23,USD
H000010605,A00000325,2023-12-23,PMT,3046.44,BRANCH,0000,PMT BRANCH REF939823,2023-12-23,USD
H000010606,A00000325,2023-12-23,PMT,230.31,ACH,4900,PMT BRANCH REF139025,2023-12-23,USD
H000010607,A00000330,2023-12-23,PMT,101.54,MOBILE,5541,PMT POS REF107781,2023-12-23,USD
H000010608,A00000332,2023-12-23,PMT,939.43,POS,4900,PMT BRANCH REF649401,2023-12-23,USD
H000010609,A00000338,2023-12-23,TRF,-57.29,MOBILE,6011,TRF BRANCH REF595124,2023-12-23,USD
H000010610,A00000338,2023-12-23,DEP,73.95,ACH,4900,DEP ATM REF901203,2023-12-23,USD
H000010611,A00000341,2023-12-23,PMT,2098.74,WIRE,5912,PMT ACH REF355387,2023-12-23,USD
H000010612,A00000350,2023-12-23,PMT,334.63,ATM,5812,PMT ATM REF899812,2023-12-23,USD
H000010613,A00000350,2023-12-23,PMT,1024.78,MOBILE,5411,PMT MOBILE REF104738,2023-12-23,USD
H000010614,A00000350,2023-12-23,FEE,9.95,WIRE,5541,FEE POS REF494791,2023-12-23,USD
H000010615,A00000356,2023-12-23,FEE,25,WIRE,5541,FEE MOBILE REF845163,2023-12-23,USD
H000010616,A00000358,2023-12-23,CHG,35,MOBILE,7011,CHG WIRE REF510942,2023-12-24,USD
H000010617,A00000359,2023-12-23,PMT,301.13,WIRE,5912,PMT BRANCH REF729876,2023-12-23,USD
H000010618,A00000365,2023-12-23,WDR,24.4,BRANCH,5411,WDR ATM REF381775,2023-12-24,USD
H000010619,A00000365,2023-12-23,WDR,9.8,BRANCH,6011,WDR ONLINE REF800412,2023-12-23,USD
H000010620,A00000365,2023-12-23,DEP,2070.73,ATM,0000,DEP ACH REF315186,2023-12-23,USD
H000010621,A00000366,2023-12-23,WDR,230.51,ONLINE,5541,WDR ACH REF302301,2023-12-23,USD
H000010622,A00000372,2023-12-23,WDR,70.02,ACH,7011,WDR ONLINE REF843617,2023-12-24,USD
H000010623,A00000372,2023-12-23,DEP,657.34,ACH,0000,DEP ACH REF415953,2023-12-23,USD
H000010624,A00000372,2023-12-23,INT,102.9,MOBILE,6011,INT ACH REF662700,2023-12-23,USD
H000010625,A00000373,2023-12-23,TRF,-204.38,BRANCH,7011,TRF MOBILE REF142440,2023-12-23,USD
H000010626,A00000375,2023-12-23,FEE,12,ONLINE,0000,FEE WIRE REF583453,2023-12-23,USD
H000010627,A00000379,2023-12-23,DEP,37.86,BRANCH,4900,DEP WIRE REF728261,2023-12-23,USD
H000010628,A00000386,2023-12-23,CHG,12,WIRE,5912,CHG ACH REF861373,2023-12-23,USD
H000010629,A00000387,2023-12-23,CHG,12,ONLINE,0000,CHG BRANCH REF442739,2023-12-23,USD
H000010630,A00000390,2023-12-23,DEP,16.55,ONLINE,0000,DEP BRANCH REF366245,2023-12-23,USD
H000010631,A00000390,2023-12-23,DEP,93.54,ATM,5541,DEP POS REF211028,2023-12-24,USD
H000010632,A00000390,2023-12-23,TRF,-181.66,ACH,5411,TRF ACH REF117121,2023-12-23,USD
H000010633,A00000400,2023-12-23,FEE,25,ACH,5812,FEE ATM REF827386,2023-12-24,USD
H000010634,A00000400,2023-12-23,PMT,2800.03,BRANCH,7011,PMT MOBILE REF422155,2023-12-23,USD
H000010635,A00000404,2023-12-23,PMT,399.13,ONLINE,5541,PMT POS REF555390,2023-12-24,USD
H000010636,A00000407,2023-12-23,CHG,35,ONLINE,7011,CHG POS REF285495,2023-12-23,USD
H000010637,A00000407,2023-12-23,PMT,1374.2,BRANCH,5812,PMT ACH REF717354,2023-12-23,USD
H000010638,A00000408,2023-12-23,TRF,-71.06,BRANCH,5541,TRF ATM REF631167,2023-12-23,USD
H000010639,A00000408,2023-12-23,INT,40.98,BRANCH,5541,INT ATM REF457356,2023-12-23,USD
H000010640,A00000421,2023-12-23,TRF,21.9,ATM,5411,TRF ATM REF816489,2023-12-23,USD
H000010641,A00000424,2023-12-23,WDR,75.33,POS,4900,WDR ACH REF271299,2023-12-24,USD
H000010642,A00000428,2023-12-23,DEP,12.9,ATM,4900,DEP BRANCH REF312027,2023-12-23,USD
H000010643,A00000428,2023-12-23,WDR,77.83,ATM,4900,WDR POS REF165250,2023-12-23,USD
H000010644,A00000431,2023-12-23,FEE,3,ATM,6011,FEE ACH REF439654,2023-12-23,USD
H000010645,A00000431,2023-12-23,PMT,1451.32,ATM,5541,PMT BRANCH REF997849,2023-12-24,USD
H000010646,A00000432,2023-12-23,DEP,8.09,WIRE,6011,DEP ONLINE REF622328,2023-12-23,USD
H000010647,A00000437,2023-12-23,PMT,1773.62,BRANCH,0000,PMT ONLINE REF643588,2023-12-23,USD
H000010648,A00000438,2023-12-23,FEE,35,WIRE,5812,FEE MOBILE REF953376,2023-12-24,USD
H000010649,A00000439,2023-12-23,PMT,1282.69,ACH,5812,PMT POS REF428529,2023-12-24,USD
H000010650,A00000441,2023-12-23,PMT,2565.29,ACH,0000,PMT ACH REF464847,2023-12-23,USD
H000010651,A00000443,2023-12-23,FEE,35,MOBILE,5812,FEE ONLINE REF711332,2023-12-23,USD
H000010652,A00000444,2023-12-23,INT,130.97,POS,6011,INT POS REF675502,2023-12-23,USD
H000010653,A00000448,2023-12-23,CHG,9.95,ONLINE,4900,CHG WIRE REF651034,2023-12-24,USD
H000010654,A00000450,2023-12-23,REF,717.74,MOBILE,5812,REF ATM REF909746,2023-12-23,USD
H000010655,A00000454,2023-12-23,WDR,27.83,BRANCH,6011,WDR MOBILE REF557047,2023-12-23,USD
H000010656,A00000454,2023-12-23,WDR,260.2,ACH,5411,WDR ACH REF900475,2023-12-23,USD
H000010657,A00000455,2023-12-23,WDR,250.11,WIRE,0000,WDR MOBILE REF872008,2023-12-23,USD
H000010658,A00000457,2023-12-23,WDR,59.01,ACH,0000,WDR ATM REF715491,2023-12-23,USD
H000010659,A00000461,2023-12-23,PMT,682.83,WIRE,5812,PMT BRANCH REF396542,2023-12-23,USD
H000010660,A00000463,2023-12-23,CHG,25,ATM,5912,CHG ATM REF928296,2023-12-24,USD
H000010661,A00000463,2023-12-23,PMT,91.64,ACH,5912,PMT ATM REF814833,2023-12-23,USD
H000010662,A00000464,2023-12-23,ADJ,-252.69,BRANCH,5541,ADJ POS REF837284,2023-12-23,USD
H000010663,A00000479,2023-12-23,WDR,29.2,WIRE,7011,WDR POS REF626465,2023-12-23,USD
H000010664,A00000479,2023-12-23,FEE,35,POS,4900,FEE BRANCH REF236563,2023-12-23,USD
H000010665,A00000483,2023-12-23,PMT,1399.06,ATM,5411,PMT ONLINE REF823187,2023-12-23,USD
H000010666,A00000483,2023-12-23,PMT,447.55,ATM,5541,PMT BRANCH REF736261,2023-12-24,USD
H000010667,A00000483,2023-12-23,PMT,1262.73,BRANCH,5912,PMT ACH REF389016,2023-12-23,USD
H000010668,A00000484,2023-12-23,DEP,144.4,ONLINE,6011,DEP ONLINE REF340376,2023-12-23,USD
H000010669,A00000001,2023-12-24,PMT,1054.41,WIRE,5912,PMT BRANCH REF967695,2023-12-24,USD
H000010670,A00000001,2023-12-24,REF,1355.09,POS,5411,REF MOBILE REF966249,2023-12-24,USD
H000010671,A00000002,2023-12-24,FEE,3,ONLINE,0000,FEE ONLINE REF590583,2023-12-24,USD
H000010672,A00000008,2023-12-24,PMT,1477.59,ACH,5411,PMT ACH REF148980,2023-12-24,USD
H000010673,A00000011,2023-12-24,PMT,723.73,WIRE,6011,PMT WIRE REF752024,2023-12-25,USD
H000010674,A00000013,2023-12-24,WDR,125.7,ONLINE,5411,WDR WIRE REF509226,2023-12-24,USD
H000010675,A00000017,2023-12-24,DEP,80.78,POS,5541,DEP ONLINE REF222313,2023-12-25,USD
H000010676,A00000017,2023-12-24,WDR,140.61,MOBILE,6011,WDR WIRE REF233857,2023-12-25,USD
H000010677,A00000018,2023-12-24,WDR,57.11,ACH,5541,WDR ATM REF605138,2023-12-24,USD
H000010678,A00000018,2023-12-24,TRF,36.07,ATM,6011,TRF MOBILE REF825043,2023-12-24,USD
H000010679,A00000025,2023-12-24,TRF,12.43,ONLINE,5541,TRF POS REF644636,2023-12-24,USD
H000010680,A00000026,2023-12-24,PMT,2761.33,WIRE,5411,PMT ACH REF309380,2023-12-24,USD
H000010681,A00000026,2023-12-24,CHG,12,MOBILE,4900,CHG POS REF224490,2023-12-24,USD
H000010682,A00000026,2023-12-24,CHG,25,POS,5912,CHG MOBILE REF528471,2023-12-24,USD
H000010683,A00000027,2023-12-24,WDR,236.28,ATM,7011,WDR MOBILE REF882272,2023-12-24,USD
H000010684,A00000028,2023-12-24,PMT,428.93,ACH,5541,PMT WIRE REF146028,2023-12-24,USD
H000010685,A00000034,2023-12-24,TRF,403.51,BRANCH,5411,TRF BRANCH REF107436,2023-12-25,USD
H000010686,A00000034,2023-12-24,DEP,57.23,MOBILE,7011,DEP WIRE REF379473,2023-12-24,USD
H000010687,A00000036,2023-12-24,PMT,1587.46,WIRE,5812,PMT ACH REF567302,2023-12-25,USD
H000010688,A00000042,2023-12-24,CHG,25,POS,5912,CHG MOBILE REF781597,2023-12-24,USD
H000010689,A00000043,2023-12-24,WDR,200.73,ACH,0000,WDR ACH REF737486,2023-12-24,USD
H000010690,A00000043,2023-12-24,FEE,35,MOBILE,5912,FEE ATM REF168193,2023-12-24,USD
H000010691,A00000053,2023-12-24,PMT,2775.65,ACH,5912,PMT BRANCH REF973703,2023-12-24,USD
H000010692,A00000055,2023-12-24,CHG,3,ATM,5411,CHG ONLINE REF991552,2023-12-24,USD
H000010693,A00000055,2023-12-24,CHG,35,WIRE,4900,CHG BRANCH REF389928,2023-12-24,USD
H000010694,A00000055,2023-12-24,CHG,25,ATM,7011,CHG BRANCH REF787222,2023-12-25,USD
H000010695,A00000058,2023-12-24,INT,146.51,ACH,5541,INT MOBILE REF350198,2023-12-24,USD
H000010696,A00000058,2023-12-24,PMT,375.33,POS,4900,PMT MOBILE REF590474,2023-12-24,USD
H000010697,A00000063,2023-12-24,ADJ,1131.42,WIRE,0000,ADJ ACH REF769613,2023-12-25,USD
H000010698,A00000065,2023-12-24,WDR,35.3,POS,5411,WDR ACH REF525215,2023-12-25,USD
H000010699,A00000065,2023-12-24,DEP,41.58,POS,5912,DEP MOBILE REF346919,2023-12-24,USD
H000010700,A00000069,2023-12-24,DEP,185.47,BRANCH,5411,DEP BRANCH REF379912,2023-12-24,USD
H000010701,A00000069,2023-12-24,DEP,1.85,POS,5411,DEP ACH REF532554,2023-12-25,USD
H000010702,A00000070,2023-12-24,PMT,1312.12,WIRE,5912,PMT POS REF798597,2023-12-24,USD
H000010703,A00000071,2023-12-24,CHG,35,WIRE,6011,CHG POS REF891141,2023-12-24,USD
H000010704,A00000071,2023-12-24,PMT,2018.55,POS,6011,PMT ACH REF520919,2023-12-25,USD
H000010705,A00000076,2023-12-24,FEE,25,MOBILE,6011,FEE MOBILE REF239195,2023-12-24,USD
H000010706,A00000081,2023-12-24,TRF,-38.22,ONLINE,5541,TRF BRANCH REF649576,2023-12-25,USD
H000010707,A00000081,2023-12-24,TRF,38.2,ONLINE,5812,TRF ATM REF282129,2023-12-24,USD
H000010708,A00000082,2023-12-24,WDR,132.56,BRANCH,6011,WDR ONLINE REF552450,2023-12-24,USD
H000010709,A00000083,2023-12-24,TRF,-36.06,ATM,4900,TRF ACH REF120651,2023-12-24,USD
H000010710,A00000084,2023-12-24,INT,175.09,MOBILE,5812,INT BRANCH REF901049,2023-12-24,USD
H000010711,A00000087,2023-12-24,WDR,103.08,ATM,7011,WDR ACH REF512994,2023-12-24,USD
H000010712,A00000099,2023-12-24,INT,38.49,MOBILE,5812,INT ATM REF879823,2023-12-24,USD
H000010713,A00000103,2023-12-24,FEE,25,BRANCH,5912,FEE ACH REF299756,2023-12-24,USD
H000010714,A00000105,2023-12-24,PMT,1115.74,MOBILE,4900,PMT POS REF164977,2023-12-25,USD
H000010715,A00000105,2023-12-24,PMT,671.63,ONLINE,6011,PMT ONLINE REF307258,2023-12-24,USD
H000010716,A00000106,2023-12-24,DEP,298.12,POS,7011,DEP ACH REF637304,2023-12-24,USD
H000010717,A00000112,2023-12-24,CHG,25,MOBILE,5812,CHG WIRE REF571730,2023-12-24,USD
H000010718,A00000114,2023-12-24,WDR,375.92,ONLINE,5541,WDR ACH REF151368,2023-12-24,USD
H000010719,A00000114,2023-12-24,TRF,-32.41,BRANCH,5812,TRF POS REF140060,2023-12-24,USD
H000010720,A00000114,2023-12-24,DEP,64.11,WIRE,5541,DEP ONLINE REF591939,2023-12-24,USD
H000010721,A00000118,2023-12-24,DEP,826.77,BRANCH,7011,DEP WIRE REF216352,2023-12-24,USD
H000010722,A00000120,2023-12-24,WDR,82.18,POS,6011,WDR ATM REF539912,2023-12-24,USD
H000010723,A00000121,2023-12-24,PMT,776.31,ATM,6011,PMT ONLINE REF268689,2023-12-24,USD
H000010724,A00000121,2023-12-24,PMT,1629.51,WIRE,5541,PMT ACH REF471419,2023-12-24,USD
H000010725,A00000121,2023-12-24,CHG,35,BRANCH,4900,CHG BRANCH REF166791,2023-12-24,USD
H000010726,A00000124,2023-12-24,FEE,9.95,MOBILE,5812,FEE BRANCH REF224186,2023-12-25,USD
H000010727,A00000124,2023-12-24,CHG,35,POS,7011,CHG ONLINE REF739418,2023-12-24,USD
H000010728,A00000124,2023-12-24,PMT,208.31,MOBILE,5541,PMT POS REF447806,2023-12-24,USD
H000010729,A00000128,2023-12-24,TRF,-56.27,WIRE,7011,TRF MOBILE REF990114,2023-12-24,USD
H000010730,A00000128,2023-12-24,TRF,-255.58,ATM,5411,TRF ACH REF116061,2023-12-24,USD
H000010731,A00000128,2023-12-24,WDR,637.69,ACH,4900,WDR MOBILE REF780797,2023-12-24,USD
H000010732,A00000129,2023-12-24,PMT,2765.35,ONLINE,5912,PMT ONLINE REF463894,2023-12-24,USD
H000010733,A00000137,2023-12-24,TRF,-418.77,ATM,5541,TRF ATM REF850273,2023-12-25,USD
H000010734,A00000144,2023-12-24,TRF,-136.3,WIRE,6011,TRF BRANCH REF159722,2023-12-24,USD
H000010735,A00000144,2023-12-24,WDR,870.69,ATM,5812,WDR BRANCH REF625677,2023-12-24,USD
H000010736,A00000146,2023-12-24,DEP,291.14,ACH,5812,DEP ACH REF577769,2023-12-24,USD
H000010737,A00000147,2023-12-24,FEE,3,ATM,5541,FEE POS REF528440,2023-12-24,USD
H000010738,A00000147,2023-12-24,TRF,-1.92,WIRE,4900,TRF ATM REF992857,2023-12-24,USD
H000010739,A00000147,2023-12-24,WDR,24.61,ATM,5411,WDR ONLINE REF558575,2023-12-24,USD
H000010740,A00000148,2023-12-24,TRF,-38.36,WIRE,7011,TRF ONLINE REF777850,2023-12-24,USD
H000010741,A00000154,2023-12-24,TRF,257.26,POS,6011,TRF WIRE REF570733,2023-12-24,USD
H000010742,A00000154,2023-12-24,WDR,805.23,BRANCH,5912,WDR ATM REF168546,2023-12-24,USD
H000010743,A00000156,2023-12-24,CHG,9.95,POS,5411,CHG ACH REF166347,2023-12-24,USD
H000010744,A00000156,2023-12-24,PMT,434.11,ACH,5541,PMT WIRE REF426577,2023-12-24,USD
H000010745,A00000173,2023-12-24,CHG,9.95,ONLINE,5912,CHG WIRE REF480070,2023-12-24,USD
