transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,merchant_category,description,post_date,currency_code,account_type,customer_id,customer_segment,region_code,branch_id,pre_txn_balance,post_txn_balance,risk_rating,running_balance
T000000306,A00000241,2024-01-31,WDR,61.26,MOBILE,5411,WDR WIRE REF578934,2024-01-31,USD,MMA,C0000126,RET,SW,B020,118450.58,118389.32,2,118389.32
T000000307,A00000241,2024-01-31,WDR,63.83,ONLINE,6011,WDR MOBILE REF570992,2024-01-31,USD,MMA,C0000126,RET,SW,B020,118450.58,118386.75,2,118325.49
T000000308,A00000241,2024-01-31,INT,192.23,ONLINE,5812,INT POS REF913822,2024-02-01,USD,MMA,C0000126,RET,SW,B020,118450.58,118642.81,2,118517.72
T000000309,A00000242,2024-01-31,DEP,3.35,BRANCH,6011,DEP ACH REF838570,2024-01-31,USD,MMA,C0000127,PREM,SE,B031,5075.39,5078.740000000001,4,5078.740000000001
T000000310,A00000242,2024-01-31,FEE,3,MOBILE,6011,FEE ACH REF877837,2024-02-01,USD,MMA,C0000127,PREM,SE,B031,5075.39,5072.39,4,5075.740000000001
T000000311,A00000244,2024-01-31,CHG,12,ONLINE,5912,CHG ACH REF673907,2024-01-31,USD,LOC,C0000128,RET,NW,B030,37736.53,37724.53,3,37724.53
T000000312,A00000244,2024-01-31,CHG,12,WIRE,0000,CHG MOBILE REF389435,2024-01-31,USD,LOC,C0000128,RET,NW,B030,37736.53,37724.53,3,37712.53
T000000313,A00000244,2024-01-31,PMT,658.24,ONLINE,5411,PMT MOBILE REF289316,2024-02-01,USD,LOC,C0000128,RET,NW,B030,37736.53,37078.29,3,37054.29
T000000314,A00000244,2024-01-31,REF,1518.88,ACH,7011,REF ONLINE REF925248,2024-01-31,USD,LOC,C0000128,RET,NW,B030,37736.53,39255.409999999996,3,38573.17
T000000315,A00000244,2024-01-31,FEE,3,POS,0000,FEE ATM REF709895,2024-01-31,USD,LOC,C0000128,RET,NW,B030,37736.53,37733.53,3,38570.17
T000000316,A00000244,2024-01-31,WDR,107919.49,ONLINE,6011,INT ATM REF309655,2024-02-01,USD,LOC,C0000128,RET,NW,B030,37736.53,-70182.96,3,-69349.32
T000000317,A00000246,2024-01-31,FEE,25,MOBILE,6011,FEE ONLINE REF136562,2024-01-31,USD,AUTO,C0000129,RET,SE,B005,54895.67,54870.67,,54870.67
T000000318,A00000246,2024-01-31,REF,2178.79,ACH,0000,REF POS REF338229,2024-01-31,USD,AUTO,C0000129,RET,SE,B005,54895.67,57074.46,,57049.46
T000000319,A00000246,2024-01-31,PMT,1775.56,WIRE,5411,PMT ACH REF581344,2024-01-31,USD,AUTO,C0000129,RET,SE,B005,54895.67,53120.11,,55273.9
T000000320,A00000247,2024-01-31,REF,763.6,POS,0000,REF BRANCH REF281840,2024-01-31,USD,CC,C0000130,RET,SE,B033,345.99,1109.5900000000001,4,1109.5900000000001
T000000321,A00000248,2024-01-31,FEE,9.95,ATM,5812,FEE ATM REF958164,2024-01-31,USD,CC,C0000131,SMB,NW,B023,453.21,443.26,3,443.26
T000000322,A00000248,2024-01-31,CHG,12,ACH,7011,CHG ONLINE REF195619,2024-01-31,USD,CC,C0000131,SMB,NW,B023,453.21,441.21,3,431.26
T000000323,A00000249,2024-01-31,WDR,132.66,ONLINE,5411,WDR MOBILE REF433894,2024-01-31,USD,SAV,C0000131,SMB,NW,B044,-668.58,-801.24,3,-801.24
T000000324,A00000253,2024-01-31,WDR,455.89,ONLINE,7011,WDR ATM REF178241,2024-02-01,USD,IRA,C0000133,RET,SE,B034,33377.32,32921.43,2,32921.43
T000000325,A00000254,2024-01-31,CHG,3,MOBILE,5541,CHG ATM REF893537,2024-01-31,USD,MTG,C0000133,RET,SE,B032,727444.58,727441.58,2,727441.58
T000000326,A00000255,2024-01-31,ADJ,-58.19,ONLINE,5912,ADJ BRANCH REF642602,2024-01-31,USD,CHK,C0000134,RET,SW,B021,9747.99,9689.8,,9689.8
T000000327,A00000255,2024-01-31,WDR,7.07,WIRE,6011,WDR WIRE REF807192,2024-02-01,USD,CHK,C0000134,RET,SW,B021,9747.99,9740.92,,9682.73
T000000328,A00000255,2024-01-31,WDR,583.98,ACH,5541,WDR BRANCH REF337728,2024-02-01,USD,CHK,C0000134,RET,SW,B021,9747.99,9164.01,,9098.75
T000000329,A00000256,2024-01-31,INT,39.86,ACH,7011,INT WIRE REF861208,2024-02-01,USD,CC,C0000135,RET,W,B010,742.13,781.99,3,781.99
T000000330,A00000257,2024-01-31,PMT,2614.85,ACH,5912,PMT ATM REF325922,2024-01-31,USD,AUTO,C0000135,RET,W,B023,16819.37,14204.519999999999,3,14204.519999999999
T000000331,A00000257,2024-01-31,INT,169.15,POS,5812,INT WIRE REF655374,2024-01-31,USD,AUTO,C0000135,RET,W,B023,16819.37,16988.52,3,14373.669999999998
T000000332,A00000257,2024-01-31,CHG,3,ACH,5411,CHG ONLINE REF431813,2024-01-31,USD,AUTO,C0000135,RET,W,B023,16819.37,16816.37,3,14370.669999999998
T000000333,A00000258,2024-01-31,WDR,401.82,BRANCH,5912,WDR ATM REF619249,2024-01-31,USD,SAV,C0000135,RET,W,B035,5515.07,5113.25,3,5113.25
T000000334,A00000259,2024-01-31,CHG,12,ONLINE,5912,CHG WIRE REF579063,2024-01-31,USD,CC,C0000136,PREM,SE,B009,1005.41,993.41,6,993.41
T000000335,A00000259,2024-01-31,CHG,9.95,MOBILE,4900,CHG ONLINE REF838435,2024-01-31,USD,CC,C0000136,PREM,SE,B009,1005.41,995.4599999999999,6,983.4599999999999
T000000336,A00000259,2024-01-31,CHG,3,BRANCH,6011,CHG WIRE REF964616,2024-01-31,USD,CC,C0000136,PREM,SE,B009,1005.41,1002.41,6,980.4599999999999
T000000337,A00000261,2024-01-31,WDR,276.19,ONLINE,5411,WDR WIRE REF772480,2024-02-01,USD,IRA,C0000136,PREM,SE,B006,206471.77,206195.58,6,206195.58
T000000338,A00000261,2024-01-31,TRF,509.37,ONLINE,0000,TRF WIRE REF288338,2024-01-31,USD,IRA,C0000136,PREM,SE,B006,206471.77,206981.13999999998,6,206704.94999999998
T000000339,A00000261,2024-01-31,TRF,-80.25,MOBILE,6011,TRF ONLINE REF970789,2024-01-31,USD,IRA,C0000136,PREM,SE,B006,206471.77,206391.52,6,206624.69999999998
T000000340,A00000262,2024-01-31,WDR,35.16,WIRE,5411,WDR ATM REF910094,2024-01-31,USD,SAV,C0000136,PREM,SE,B016,619.89,584.73,6,584.73
T000000341,A00000262,2024-01-31,TRF,-144.96,MOBILE,5411,TRF POS REF688024,2024-01-31,USD,SAV,C0000136,PREM,SE,B016,619.89,474.92999999999995,6,439.77
T000000342,A00000264,2024-01-31,DEP,150.8,ATM,7011,DEP BRANCH REF180598,2024-02-01,USD,SAV,C0000137,PREM,NW,B021,-1550.66,-1399.8600000000001,6,-1399.8600000000001
T000000343,A00000265,2024-01-31,PMT,2941.94,WIRE,4900,PMT POS REF325765,2024-01-31,USD,MTG,C0000137,PREM,NW,B037,666851.08,663909.14,6,663909.14
T000000344,A00000266,2024-01-31,PMT,940.83,ACH,5541,PMT BRANCH REF637364,2024-01-31,USD,CC,C0000138,RET,W,B031,145.45,-795.3800000000001,4,-795.3800000000001
T000000345,A00000266,2024-01-31,PMT,264.32,BRANCH,0000,PMT MOBILE REF953152,2024-01-31,USD,CC,C0000138,RET,W,B031,145.45,-118.87,4,-1059.7
T000000346,A00000266,2024-01-31,WDR,801.83,WIRE,5541,INT MOBILE REF352785,2024-01-31,USD,CC,C0000138,RET,W,B031,145.45,-656.3800000000001,4,-1861.5300000000002
T000000347,A00000267,2024-01-31,INT,45.78,ATM,5912,INT WIRE REF568132,2024-01-31,USD,MTG,C0000139,PREM,SE,B041,587450.62,587496.4,3,587496.4
T000000348,A00000267,2024-01-31,INT,194.01,ATM,5541,INT ATM REF637845,2024-01-31,USD,MTG,C0000139,PREM,SE,B041,587450.62,587644.63,3,587690.41
T000000349,A00000267,2024-01-31,CHG,12,BRANCH,5912,CHG BRANCH REF378580,2024-01-31,USD,MTG,C0000139,PREM,SE,B041,587450.62,587438.62,3,587678.41
T000000350,A00000268,2024-01-31,DEP,26.39,BRANCH,5912,DEP MOBILE REF957571,2024-01-31,USD,CHK,C0000139,PREM,SE,B041,2048.51,2074.9,3,2074.9
T000000351,A00000271,2024-01-31,DEP,61.55,ONLINE,7011,DEP ATM REF571099,2024-01-31,USD,CHK,C0000140,CORP,MW,B014,1238.12,1299.6699999999998,2,1299.6699999999998
T000000352,A00000272,2024-01-31,CHG,12,ACH,7011,CHG POS REF822279,2024-01-31,USD,MTG,C0000141,SMB,W,B013,434898.35,434886.35,2,434886.35
T000000353,A00000272,2024-01-31,PMT,344.37,WIRE,7011,PMT BRANCH REF945744,2024-01-31,USD,MTG,C0000141,SMB,W,B013,434898.35,434553.98,2,434541.98
T000000354,A00000272,2024-01-31,FEE,12,WIRE,5912,FEE POS REF536320,2024-01-31,USD,MTG,C0000141,SMB,W,B013,434898.35,434886.35,2,434529.98
T000000355,A00000274,2024-01-31,CHG,3,ACH,6011,CHG ATM REF462573,2024-01-31,USD,CC,C0000142,RET,NE,B002,1236.27,1233.27,5,1233.27
T000000356,A00000277,2024-01-31,INT,228.87,ATM,7011,INT POS REF961691,2024-01-31,USD,AUTO,C0000143,RET,W,B047,32888.45,33117.32,2,33117.32
T000000357,A00000278,2024-01-31,WDR,15.5,POS,5912,WDR MOBILE REF618763,2024-01-31,USD,CHK,C0000144,RET,NE,B004,20627.59,20612.09,5,20612.09
T000000358,A00000279,2024-01-31,CHG,25,ACH,5912,CHG WIRE REF215849,2024-01-31,USD,CC,C0000144,RET,NE,B016,3058.49,3033.49,5,3033.49
T000000359,A00000279,2024-01-31,PMT,778.87,ACH,6011,PMT ONLINE REF341286,2024-01-31,USD,CC,C0000144,RET,NE,B016,3058.49,2279.62,5,2254.62
T000000360,A00000279,2024-01-31,CHG,12,ONLINE,0000,CHG POS REF982727,2024-01-31,USD,CC,C0000144,RET,NE,B016,3058.49,3046.49,5,2242.62
T000000361,A00000280,2024-01-31,INT,168.77,BRANCH,5912,INT POS REF309070,2024-01-31,USD,CC,C0000145,RET,W,B006,5435.69,5604.46,5,5604.46
T000000362,A00000281,2024-01-31,DEP,18.79,WIRE,5411,DEP WIRE REF173739,2024-01-31,USD,MMA,C0000146,RET,SE,B045,161922.92,161941.71000000002,3,161941.71000000002
T000000363,A00000282,2024-01-31,REV,951.36,ACH,6011,REV ACH REF821265,2024-01-31,USD,SAV,C0000146,RET,SE,B031,45287.1,46238.46,3,46238.46
T000000364,A00000283,2024-01-31,DEP,42.22,ONLINE,5912,DEP MOBILE REF774315,2024-02-01,USD,CHK,C0000146,RET,SE,B037,5185.67,5227.89,3,5227.89
T000000365,A00000283,2024-01-31,WDR,15.03,MOBILE,5541,WDR POS REF330368,2024-01-31,USD,CHK,C0000146,RET,SE,B037,5185.67,5170.64,3,5212.860000000001
T000000366,A00000283,2024-01-31,REV,42.67,ATM,0000,REV WIRE REF561073,2024-01-31,USD,CHK,C0000146,RET,SE,B037,5185.67,5228.34,3,5255.530000000001
T000000367,A00000283,2024-01-31,DEP,219.77,BRANCH,5812,DEP POS REF743434,2024-01-31,USD,CHK,C0000146,RET,SE,B037,5185.67,5405.4400000000005,3,5475.300000000001
T000000368,A00000283,2024-01-31,WDR,890.77,ATM,5812,WDR ONLINE REF330037,2024-01-31,USD,CHK,C0000146,RET,SE,B037,5185.67,4294.9,3,4584.530000000001
T000000369,A00000283,2024-01-31,DEP,12.93,ONLINE,7011,DEP ATM REF142267,2024-01-31,USD,CHK,C0000146,RET,SE,B037,5185.67,5198.6,3,4597.460000000001
T000000370,A00000286,2024-01-31,DEP,135.52,ATM,5541,DEP WIRE REF147309,2024-01-31,USD,SAV,C0000147,SMB,SW,B037,5784.15,5919.67,5,5919.67
T000000371,A00000289,2024-01-31,WDR,43,WIRE,5912,WDR POS REF411500,2024-01-31,USD,SAV,C0000148,RET,SE,B045,3141.19,3098.19,5,3098.19
T000000372,A00000289,2024-01-31,REV,34.18,MOBILE,5541,REV ONLINE REF520037,2024-01-31,USD,SAV,C0000148,RET,SE,B045,3141.19,3175.37,5,3132.37
T000000373,A00000289,2024-01-31,DEP,58.23,MOBILE,5812,DEP BRANCH REF771594,2024-01-31,USD,SAV,C0000148,RET,SE,B045,3141.19,3199.42,5,3190.6
T000000374,A00000291,2024-01-31,INT,161.5,POS,0000,INT POS REF834643,2024-01-31,USD,CHK,C0000149,RET,NE,B009,819909.15,820070.65,,820070.65
T000000375,A00000291,2024-01-31,DEP,5.79,POS,7011,DEP WIRE REF640743,2024-01-31,USD,CHK,C0000149,RET,NE,B009,819909.15,819914.9400000001,,820076.4400000001
T000000376,A00000292,2024-01-31,WDR,38.5,WIRE,4900,WDR MOBILE REF739302,2024-01-31,USD,SAV,C0000150,RET,SW,B005,9411.55,9373.05,3,9373.05
T000000377,A00000293,2024-01-31,INT,201.98,ONLINE,5812,INT BRANCH REF601876,2024-01-31,USD,PERS,C0000150,RET,SW,B024,41297.28,41499.26,3,41499.26
T000000378,A00000293,2024-01-31,CHG,3,ATM,5812,CHG POS REF753914,2024-01-31,USD,PERS,C0000150,RET,SW,B024,41297.28,41294.28,3,41496.26
T000000379,A00000295,2024-01-31,DEP,6.29,BRANCH,5411,DEP BRANCH REF441564,2024-01-31,USD,CHK,C0000152,PB,MW,B012,2487.16,2493.45,6,2493.45
T000000380,A00000296,2024-01-31,REV,6.96,BRANCH,0000,REV WIRE REF384787,2024-01-31,USD,SAV,C0000153,SMB,NW,B048,735.04,742,3,742
T000000381,A00000297,2024-01-31,FEE,9.95,WIRE,4900,FEE WIRE REF279891,2024-01-31,USD,LOC,C0000154,RET,SW,B001,2249.32,2239.3700000000003,2,2239.3700000000003
T000000382,A00000299,2024-01-31,TRF,56,BRANCH,5912,TRF ATM REF748929,2024-01-31,USD,SAV,C0000155,COMM,MW,B010,9646.68,9702.68,3,9702.68
T000000383,A00000299,2024-01-31,WDR,293.28,ACH,6011,WDR ATM REF748722,2024-01-31,USD,SAV,C0000155,COMM,MW,B010,9646.68,9353.4,3,9409.4
T000000384,A00000300,2024-01-31,PMT,245.04,ONLINE,5912,PMT BRANCH REF659628,2024-01-31,USD,CC,C0000155,COMM,MW,B048,9832.93,9587.89,3,9587.89
T000000385,A00000300,2024-01-31,PMT,632.08,POS,5812,PMT ACH REF727639,2024-01-31,USD,CC,C0000155,COMM,MW,B048,9832.93,9200.85,3,8955.81
T000000386,A00000301,2024-01-31,FEE,35,WIRE,6011,FEE ATM REF734971,2024-02-01,USD,CC,C0000156,PREM,W,B018,1133.34,1098.34,2,1098.34
T000000387,A00000301,2024-01-31,PMT,1620.86,WIRE,7011,PMT WIRE REF530392,2024-01-31,USD,CC,C0000156,PREM,W,B018,1133.34,-487.52,2,-522.52
T000000388,A00000301,2024-01-31,FEE,3,WIRE,4900,FEE ONLINE REF677393,2024-01-31,USD,CC,C0000156,PREM,W,B018,1133.34,1130.34,2,-525.52
T000000389,A00000302,2024-01-31,TRF,60.19,WIRE,0000,TRF ATM REF475386,2024-01-31,USD,SAV,C0000156,PREM,W,B036,8457.21,8517.4,2,8517.4
T000000390,A00000302,2024-01-31,WDR,321.34,ATM,7011,WDR MOBILE REF930190,2024-02-01,USD,SAV,C0000156,PREM,W,B036,8457.21,8135.869999999999,2,8196.06
T000000391,A00000303,2024-01-31,DEP,197.35,ATM,6011,DEP POS REF344157,2024-01-31,USD,CHK,C0000156,PREM,W,B006,4549.52,4746.870000000001,2,4746.870000000001
T000000392,A00000303,2024-01-31,INT,209.25,POS,0000,INT BRANCH REF286246,2024-01-31,USD,CHK,C0000156,PREM,W,B006,4549.52,4758.77,2,4956.120000000001
T000000393,A00000304,2024-01-31,CHG,12,ACH,4900,CHG MOBILE REF262801,2024-02-01,USD,CC,C0000157,RET,MW,B044,4874.86,4862.86,7,4862.86
T000000394,A00000304,2024-01-31,CHG,35,ATM,4900,CHG BRANCH REF238206,2024-01-31,USD,CC,C0000157,RET,MW,B044,4874.86,4839.86,7,4827.86
T000000395,A00000304,2024-01-31,PMT,998.05,WIRE,5912,PMT BRANCH REF812555,2024-01-31,USD,CC,C0000157,RET,MW,B044,4874.86,3876.8099999999995,7,3829.8099999999995
T000000396,A00000304,2024-01-31,CHG,12,ATM,4900,CHG WIRE REF268937,2024-01-31,USD,CC,C0000157,RET,MW,B044,4874.86,4862.86,7,3817.8099999999995
T000000397,A00000304,2024-01-31,CHG,12,MOBILE,0000,CHG BRANCH REF369294,2024-02-01,USD,CC,C0000157,RET,MW,B044,4874.86,4862.86,7,3805.8099999999995
T000000398,A00000304,2024-01-31,FEE,35,ATM,5411,FEE BRANCH REF750756,2024-02-01,USD,CC,C0000157,RET,MW,B044,4874.86,4839.86,7,3770.8099999999995
T000000399,A00000306,2024-01-31,CHG,25,ATM,0000,CHG ONLINE REF361010,2024-02-01,USD,MTG,C0000158,RET,SW,B037,817778.09,817753.09,4,817753.09
T000000400,A00000308,2024-01-31,INT,223.9,WIRE,5912,INT POS REF814098,2024-01-31,USD,CHK,C0000158,RET,SW,B045,23541.87,23765.77,4,23765.77
T000000401,A00000308,2024-01-31,WDR,391.26,ATM,7011,WDR POS REF994700,2024-01-31,USD,CHK,C0000158,RET,SW,B045,23541.87,23150.61,4,23374.510000000002
T000000402,A00000308,2024-01-31,DEP,54.97,WIRE,7011,DEP POS REF404771,2024-01-31,USD,CHK,C0000158,RET,SW,B045,23541.87,23596.84,4,23429.480000000003
T000000403,A00000309,2024-01-31,PMT,458.14,ATM,5541,PMT ATM REF805060,2024-01-31,USD,LOC,C0000159,RET,NW,B028,10200.56,9742.42,3,9742.42
T000000404,A00000310,2024-01-31,FEE,35,ATM,4900,FEE MOBILE REF964208,2024-01-31,USD,MTG,C0000159,RET,NW,B008,651563.23,651528.23,3,651528.23
T000000405,A00000311,2024-01-31,DEP,47.85,ACH,6011,DEP ONLINE REF226487,2024-01-31,USD,SAV,C0000159,RET,NW,B016,2412.48,2460.33,3,2460.33
T000000406,A00000311,2024-01-31,WDR,19.8,WIRE,5812,WDR WIRE REF633486,2024-01-31,USD,SAV,C0000159,RET,NW,B016,2412.48,2392.68,3,2440.5299999999997
T000000407,A00000312,2024-01-31,PMT,1302.71,BRANCH,0000,PMT MOBILE REF445807,2024-01-31,USD,HELC,C0000160,RET,SW,B024,37050.3,35747.590000000004,2,35747.590000000004
T000000408,A00000313,2024-01-31,TRF,-127.37,ONLINE,7011,TRF ATM REF995698,2024-01-31,USD,SAV,C0000161,PB,W,B016,6775.84,6648.47,2,6648.47
T000000409,A00000314,2024-01-31,CHG,9.95,POS,5541,CHG BRANCH REF338888,2024-01-31,USD,AUTO,C0000161,PB,W,B036,40782.09,40772.14,2,40772.14
T000000410,A00000314,2024-01-31,INT,214.19,POS,0000,INT WIRE REF799860,2024-01-31,USD,AUTO,C0000161,PB,W,B036,40782.09,40996.28,2,40986.33
T000000411,A00000315,2024-01-31,FEE,35,BRANCH,5912,FEE ONLINE REF759599,2024-01-31,USD,MTG,C0000161,PB,W,B046,174576.14,174541.14,2,174541.14
T000000412,A00000315,2024-01-31,FEE,35,POS,5411,FEE BRANCH REF275348,2024-01-31,USD,MTG,C0000161,PB,W,B046,174576.14,174541.14,2,174506.14
T000000413,A00000318,2024-01-31,DEP,53.65,MOBILE,5912,DEP POS REF917991,2024-02-01,USD,CHK,C0000164,PREM,SE,B009,22342.61,22396.260000000002,5,22396.260000000002
T000000414,A00000319,2024-01-31,WDR,477.55,ATM,4900,WDR WIRE REF736864,2024-01-31,USD,IRA,C0000164,PREM,SE,B041,107173.03,106695.48,5,106695.48
T000000415,A00000319,2024-01-31,DEP,43.11,ATM,0000,DEP ATM REF928170,2024-01-31,USD,IRA,C0000164,PREM,SE,B041,107173.03,107216.14,5,106738.59
T000000416,A00000320,2024-01-31,TRF,-52.19,ACH,5812,TRF WIRE REF659387,2024-01-31,USD,CHK,C0000165,SMB,W,B019,7069.05,7016.860000000001,4,7016.860000000001
T000000417,A00000320,2024-01-31,WDR,250.02,ACH,6011,WDR BRANCH REF159337,2024-01-31,USD,CHK,C0000165,SMB,W,B019,7069.05,6819.03,4,6766.84
T000000418,A00000320,2024-01-31,DEP,1890.88,MOBILE,7011,DEP MOBILE REF683005,2024-01-31,USD,CHK,C0000165,SMB,W,B019,7069.05,8959.93,4,8657.720000000001
T000000419,A00000325,2024-01-31,FEE,3,ACH,7011,FEE WIRE REF231570,2024-01-31,USD,MTG,C0000168,RET,SE,B015,695771.64,695768.64,4,695768.64
T000000420,A00000326,2024-01-31,REF,1409.83,BRANCH,5541,REF ONLINE REF538512,2024-01-31,USD,HELC,C0000169,PB,MW,B007,253046.66,254456.49,5,254456.49
T000000421,A00000327,2024-01-31,REV,180.84,WIRE,5541,REV WIRE REF222318,2024-01-31,USD,CHK,C0000169,PB,MW,B009,1508.55,1689.3899999999999,5,1689.3899999999999
T000000422,A00000327,2024-01-31,WDR,85.64,MOBILE,7011,WDR ATM REF238020,2024-02-01,USD,CHK,C0000169,PB,MW,B009,1508.55,1422.9099999999999,5,1603.7499999999998
T000000423,A00000328,2024-01-31,WDR,95.39,ONLINE,5912,WDR BRANCH REF243166,2024-01-31,USD,CD,C0000170,RET,W,B012,18853.25,18757.86,2,18757.86
T000000424,A00000328,2024-01-31,WDR,270.88,ATM,4900,WDR POS REF227499,2024-01-31,USD,CD,C0000170,RET,W,B012,18853.25,18582.37,2,18486.98
T000000425,A00000328,2024-01-31,TRF,-50.14,BRANCH,4900,TRF BRANCH REF568876,2024-01-31,USD,CD,C0000170,RET,W,B012,18853.25,18803.11,2,18436.84
T000000426,A00000330,2024-01-31,CHG,9.95,BRANCH,5541,CHG ATM REF477456,2024-02-01,USD,CC,C0000170,RET,W,B010,1051.31,1041.36,2,1041.36
T000000427,A00000330,2024-01-31,CHG,12,ONLINE,4900,CHG ONLINE REF130209,2024-01-31,USD,CC,C0000170,RET,W,B010,1051.31,1039.31,2,1029.36
T000000428,A00000331,2024-01-31,WDR,13.39,WIRE,7011,WDR BRANCH REF343396,2024-01-31,USD,MMA,C0000171,PREM,NE,B046,55281.79,55268.4,2,55268.4
T000000429,A00000332,2024-01-31,CHG,12,ATM,5912,CHG ONLINE REF187117,2024-01-31,USD,PERS,C0000171,PREM,NE,B026,37613.97,37601.97,2,37601.97
T000000430,A00000333,2024-01-31,PMT,367.89,WIRE,6011,PMT POS REF979410,2024-01-31,USD,CC,C0000172,SMB,MW,B023,5913.13,5545.24,2,5545.24
T000000431,A00000333,2024-01-31,CHG,35,MOBILE,6011,CHG WIRE REF763524,2024-01-31,USD,CC,C0000172,SMB,MW,B023,5913.13,5878.13,2,5510.24
T000000432,A00000336,2024-01-31,WDR,73.41,BRANCH,5541,WDR BRANCH REF627301,2024-02-01,USD,SAV,C0000174,RET,SW,B009,38631.63,38558.219999999994,3,38558.219999999994
T000000433,A00000337,2024-01-31,INT,226.88,ATM,4900,INT BRANCH REF378553,2024-01-31,USD,MTG,C0000174,RET,SW,B016,286921.78,287148.66000000003,3,287148.66000000003
T000000434,A00000338,2024-01-31,WDR,52.77,POS,5912,WDR BRANCH REF173469,2024-02-01,USD,IRA,C0000174,RET,SW,B011,176537.84,176485.07,3,176485.07
T000000435,A00000339,2024-01-31,REF,612.11,ONLINE,4900,REF ATM REF390792,2024-01-31,USD,CC,C0000174,RET,SW,B003,5700.36,6312.469999999999,3,6312.469999999999
T000000436,A00000341,2024-01-31,CHG,25,ONLINE,6011,CHG MOBILE REF799934,2024-01-31,USD,MTG,C0000176,RET,SW,B047,429685.68,429660.68,6,429660.68
T000000437,A00000342,2024-01-31,WDR,3.18,BRANCH,7011,WDR POS REF474673,2024-01-31,USD,CHK,C0000176,RET,SW,B013,2733.39,2730.21,6,2730.21
T000000438,A00000343,2024-01-31,FEE,12,ATM,5912,FEE ACH REF745751,2024-02-01,USD,CHK,C0000177,RET,W,B002,158863.6,158851.6,,158851.6
T000000439,A00000348,2024-01-31,CHG,3,MOBILE,5541,CHG BRANCH REF695873,2024-01-31,USD,CC,C0000180,CORP,NW,B004,686.97,683.97,,683.97
T000000440,A00000348,2024-01-31,CHG,25,ONLINE,5812,CHG ACH REF981119,2024-01-31,USD,CC,C0000180,CORP,NW,B004,686.97,661.97,,658.97
T000000441,A00000350,2024-01-31,CHG,12,POS,7011,CHG BRANCH REF196259,2024-01-31,USD,AUTO,C0000182,SMB,NW,B020,46092.89,46080.89,2,46080.89
T000000442,A00000350,2024-01-31,INT,61.87,BRANCH,5912,INT POS REF947873,2024-01-31,USD,AUTO,C0000182,SMB,NW,B020,46092.89,46154.76,2,46142.76
T000000443,A00000350,2024-01-31,INT,217.99,POS,5912,INT ATM REF290041,2024-01-31,USD,AUTO,C0000182,SMB,NW,B020,46092.89,46310.88,2,46360.75
T000000444,A00000351,2024-01-31,PMT,575.24,POS,5411,PMT MOBILE REF399950,2024-01-31,USD,MTG,C0000182,SMB,NW,B015,589461.08,588885.84,2,588885.84
T000000445,A00000351,2024-01-31,PMT,1979.93,WIRE,5411,PMT MOBILE REF201134,2024-01-31,USD,MTG,C0000182,SMB,NW,B015,589461.08,587481.1499999999,2,586905.9099999999
T000000446,A00000353,2024-01-31,TRF,292.78,ONLINE,0000,TRF ATM REF602002,2024-01-31,USD,CD,C0000184,CORP,W,B032,-1242.33,-949.55,5,-949.55
T000000447,A00000354,2024-01-31,WDR,30.87,POS,0000,WDR ATM REF268300,2024-01-31,USD,MMA,C0000185,PB,MW,B040,22291.13,22260.260000000002,7,22260.260000000002
T000000448,A00000354,2024-01-31,FEE,12,BRANCH,5411,FEE BRANCH REF137584,2024-01-31,USD,MMA,C0000185,PB,MW,B040,22291.13,22279.13,7,22248.260000000002
T000000449,A00000354,2024-01-31,WDR,62.01,ONLINE,5411,WDR MOBILE REF153656,2024-02-01,USD,MMA,C0000185,PB,MW,B040,22291.13,22229.120000000003,7,22186.250000000004
T000000450,A00000354,2024-01-31,DEP,439.91,MOBILE,7011,DEP MOBILE REF363876,2024-01-31,USD,MMA,C0000185,PB,MW,B040,22291.13,22731.04,7,22626.160000000003
T000000451,A00000354,2024-01-31,FEE,3,MOBILE,7011,FEE ONLINE REF273715,2024-01-31,USD,MMA,C0000185,PB,MW,B040,22291.13,22288.13,7,22623.160000000003
T000000452,A00000354,2024-01-31,DEP,62.66,ATM,5541,DEP MOBILE REF435750,2024-01-31,USD,MMA,C0000185,PB,MW,B040,22291.13,22353.79,7,22685.820000000003
T000000453,A00000355,2024-01-31,CHG,12,ATM,4900,CHG MOBILE REF273853,2024-01-31,USD,CC,C0000185,PB,MW,B010,722.95,710.95,7,710.95
T000000454,A00000355,2024-01-31,CHG,9.95,ONLINE,6011,CHG BRANCH REF835111,2024-01-31,USD,CC,C0000185,PB,MW,B010,722.95,713,7,701
T000000455,A00000356,2024-01-31,WDR,26.1,POS,7011,WDR WIRE REF291249,2024-02-01,USD,CHK,C0000186,PREM,NE,B027,2050.73,2024.63,2,2024.63
T000000456,A00000357,2024-01-31,WDR,40.41,BRANCH,7011,WDR BRANCH REF295088,2024-01-31,USD,CHK,C0000186,PREM,NE,B037,2812.36,2771.9500000000003,2,2771.9500000000003
T000000457,A00000358,2024-01-31,INT,85.21,ATM,5912,INT BRANCH REF696517,2024-01-31,USD,CC,C0000187,RET,NE,B041,15770.04,15855.25,3,15855.25
T000000458,A00000358,2024-01-31,CHG,25,WIRE,5541,CHG BRANCH REF779621,2024-01-31,USD,CC,C0000187,RET,NE,B041,15770.04,15745.04,3,15830.25
